raman_shift_cm-1,wavelength_nm,intensity
2772.639032,267.004000,7.711483
2781.053334,267.064000,-1.532096
2789.463857,267.124000,-0.294025
2797.870602,267.184000,-2.849184
2806.273573,267.244000,-3.712441
2814.672771,267.304000,4.149360
2823.068200,267.364000,2.458826
2831.459861,267.424000,0.751627
2839.847757,267.484000,5.637693
2848.231891,267.544000,-2.575823
2856.612266,267.604000,0.006656
2864.988884,267.664000,7.759440
2873.361747,267.724000,4.000903
2881.730857,267.784000,2.530802
2890.096219,267.844000,5.066968
2898.457833,267.904000,0.162742
2906.815703,267.964000,-1.195601
2915.169831,268.024000,10.086389
2923.520219,268.084000,3.863633
2931.866870,268.144000,5.124608
2940.209787,268.204000,2.832878
2948.410016,268.263000,6.463162
2956.745534,268.323000,0.465702
2965.077324,268.383000,0.750637
2973.405390,268.443000,1.423491
2981.729735,268.503000,1.477149
2989.911713,268.562000,6.308704
2998.228682,268.622000,3.156998
3006.541937,268.682000,6.981101
3014.851480,268.742000,-0.349237
3023.018913,268.801000,0.271096
3031.321101,268.861000,-2.198325
3039.619584,268.921000,3.459475
3047.776149,268.980000,5.535107
3056.067292,269.040000,8.491495
3064.216644,269.099000,6.466586
3072.500457,269.159000,1.504873
3080.780577,269.219000,4.000809
3088.919097,269.278000,0.886174
3097.191901,269.338000,4.815116
3105.323232,269.397000,2.990465
3113.588730,269.457000,3.428083
3121.712881,269.516000,5.000823
3129.971082,269.576000,6.066688
3138.088063,269.635000,5.916579
3146.338978,269.695000,4.417354
3154.448798,269.754000,2.033420
3162.692435,269.814000,-2.261799
3170.795104,269.873000,-0.187542
3178.894231,269.932000,0.942769
3187.127001,269.992000,5.022881
3195.218991,270.051000,0.350204
3203.307445,270.110000,-1.941714
3211.529370,270.170000,5.214579
3219.610701,270.229000,3.061289
3227.688505,270.288000,-3.851691
3235.899605,270.348000,1.878584
3243.970299,270.407000,0.637377
3252.037473,270.466000,3.546803
3260.101128,270.525000,10.976337
3268.297848,270.585000,-0.967161
3276.354413,270.644000,3.154711
3284.407466,270.703000,-2.326032
3292.457009,270.762000,3.553823
3300.503044,270.821000,-0.782802
3308.545575,270.880000,3.129801
3316.720828,270.940000,0.980647
3324.756296,270.999000,-4.610141
3332.788267,271.058000,-2.670386
3340.816741,271.117000,-0.471099
3348.841722,271.176000,-1.140981
3356.863212,271.235000,2.584501
3364.881213,271.294000,1.409069
3372.895727,271.353000,5.393807
3380.906756,271.412000,2.612941
3388.914304,271.471000,-2.544599
3396.918371,271.530000,2.056692
3404.918961,271.589000,-1.845263
3412.916076,271.648000,1.692662
3420.909718,271.707000,3.556148
3428.899888,271.766000,2.253027
3436.886591,271.825000,-3.766012
3444.734546,271.883000,1.178806
3452.714377,271.942000,5.309941
3460.690746,272.001000,-3.768211
3468.663655,272.060000,1.930143
3476.633107,272.119000,6.630726
3484.599104,272.178000,2.163765
3492.426718,272.236000,4.705001
3500.385870,272.295000,3.950863
3508.341573,272.354000,2.913556
3516.293830,272.413000,-1.380330
3524.107947,272.471000,-0.145815
3532.053377,272.530000,4.804178
3539.995368,272.589000,3.046508
3547.799398,272.647000,4.144394
3555.734574,272.706000,7.768701
3563.666318,272.765000,0.587583
